ImageName	Component	Script	Text
img0179.png	Text	Devanagari	"एडुल्जी"
img0180.png	Text	Devanagari	"आगे"
img0181.png	Text	Devanagari	"करेगा"
img0182.png	Text	Devanagari	"निकल"
img0183.png	Text	Devanagari	"मिताली"
img0184.png	Text	Devanagari	"बरसने"
img0185.png	Text	Devanagari	"भारतीय"
img0186.png	Text	Devanagari	"ज़्यादा"
img0187.png	Text	Devanagari	"अ"
img0188.png	Text	Devanagari	"तीरंदाजी"
img0189.png	Text	Devanagari	"संघ"
img0190.png	Text	Devanagari	"निलंबन"
img0191.png	Text	Devanagari	"खतरा"
img0192.png	Text	Devanagari	"ढ्ला"
img0193.png	Text	Devanagari	"पंत"
img0194.png	Text	Devanagari	"लगता"
img0195.png	Text	Devanagari	"अलट"
img0196.png	Text	Devanagari	"मिला"
img0197.png	Text	Devanagari	"उभरते"
img0198.png	Text	Devanagari	"फ़ास्ट"
img0199.png	Text	Devanagari	"पद्यानुबाद"
img0200.png	Text	Devanagari	"हिंन्दी"
img0201.png	Text	Devanagari	"आ"
img0202.png	Text	Devanagari	"हुए"
img0203.png	Text	Devanagari	"क्रिकेटर"
img0204.png	Text	Devanagari	"पुरस्कार"
img0205.png	Text	Devanagari	"अखकीलेश"
img0206.png	Text	Devanagari	"गोरखपुर"
img0207.png	Text	Devanagari	"ई"
img0208.png	Text	Devanagari	"गीता"
img0209.png	Text	Devanagari	"ई"
img0210.png	Text	Devanagari	"साल"
img0211.png	Text	Devanagari	"उ"
img0212.png	Text	Devanagari	"आपके"
img0213.png	Text	Devanagari	"ऊ"
img0214.png	Text	Devanagari	"साथ"
img0215.png	Text	Devanagari	"ऋ"
img0216.png	Text	Devanagari	"थोड़ी"
img0217.png	Text	Devanagari	"राजकमल"
img0218.png	Text	Devanagari	"ए"
img0219.png	Text	Devanagari	"प्रकाशन"
img0220.png	Text	Devanagari	"ऐ"
img0221.png	Text	Devanagari	"भारत"
img0222.png	Text	Devanagari	"ओ"
img0223.png	Text	Devanagari	"सोरकार"
img0224.png	Text	Devanagari	"क"
img0225.png	Text	Devanagari	"बाम"
img0226.png	Text	Devanagari	"सहित"
img0227.png	Text	Devanagari	"बांग्लादेश"
img0228.png	Text	Devanagari	"राष्ट्रीय"
img0229.png	Text	Devanagari	"ऐनक"
img0230.png	Text	Devanagari	"चिप"
img0231.png	Text	Devanagari	"वाला"
img0232.png	Text	Devanagari	"पासपोर्ट"
img0233.png	Text	Devanagari	"जारी"
img0234.png	Text	Devanagari	"करेगी"
img0235.png	Text	Devanagari	"भविष्य"
img0236.png	Text	Devanagari	"खाने"
img0237.png	Text	Devanagari	"लायक"
img0238.png	Text	Devanagari	"सब"
img0239.png	Text	Devanagari	"नहीं"
img0240.png	Text	Devanagari	"एटलस"
img0241.png	Text	Devanagari	"ओखली"
img0242.png	Text	Devanagari	"रहीं"
img0243.png	Text	Devanagari	"गंगा"
img0244.png	Text	Devanagari	"नदी"
img0245.png	Text	Devanagari	"की"
img0246.png	Text	Devanagari	"मछलियां"
img0247.png	Text	Devanagari	"सभी"
img0248.png	Text	Devanagari	"बंगाली"
img0249.png	Text	Devanagari	"बनाएं"
img0250.png	Text	Devanagari	"शराणार्थियों"
img0251.png	Text	Devanagari	"बिल"
img0252.png	Text	Devanagari	"एवं"
img0253.png	Text	Devanagari	"कबूतर"
img0254.png	Text	Devanagari	"पारित"
img0255.png	Text	Devanagari	"होने"
img0256.png	Text	Devanagari	"पर"
img0257.png	Text	Devanagari	"मिलेगी"
img0258.png	Text	Devanagari	"नागरिकता"
img0259.png	Text	Devanagari	"सेहत"
img0260.png	Text	Devanagari	"विराट"
img0261.png	Text	Devanagari	"कोहली"
img0262.png	Text	Devanagari	"हैट्रिक"
img0263.png	Text	Devanagari	"कें"
img0264.png	Text	Devanagari	"मंच"
img0265.png	Text	Devanagari	"थिमेटिक"
img0266.png	Text	Devanagari	"खरगोश"
img0267.png	Text	Devanagari	"कानून"
img0268.png	Text	Devanagari	"बनी"
img0269.png	Text	Devanagari	"टेस्ट"
img0270.png	Text	Devanagari	"वनडे"
img0271.png	Text	Devanagari	"एव"
img0272.png	Text	Devanagari	"वर्ष"
img0273.png	Text	Devanagari	"जर्वश्रेष्ठ"
img0274.png	Text	Devanagari	"क्रिकेटर"
img0275.png	Text	Devanagari	"मप्र"
img0276.png	Text	Devanagari	"लाख"
img0277.png	Text	Devanagari	"मानचित्रण"
img0278.png	Text	Devanagari	"ख"
img0279.png	Text	Devanagari	"नसबंदी"
img0280.png	Text	Devanagari	"में"
img0281.png	Text	Devanagari	"सिर्फ"
img0282.png	Text	Devanagari	"पुरुष"
img0283.png	Text	Devanagari	"सौ"
img0284.png	Text	Devanagari	"वाड्रा"
img0285.png	Text	Devanagari	"घंटे"
img0286.png	Text	Devanagari	"अधिकारियों"
img0287.png	Text	Devanagari	"पूछे"
img0288.png	Text	Devanagari	"सवाल"
img0289.png	Text	Devanagari	"संगठन"
img0290.png	Text	Devanagari	"घ"
img0291.png	Text	Devanagari	"प्रतिशोध"
img0292.png	Text	Devanagari	"भावना"
img0293.png	Text	Devanagari	"बनाएं"
img0294.png	Text	Devanagari	"मेरी"
img0295.png	Text	Devanagari	"वर्षीय"
img0296.png	Text	Devanagari	"परेशान"
img0297.png	Text	Devanagari	"कर"
img0298.png	Text	Devanagari	"रही"
img0299.png	Text	Devanagari	"सरकार"
img0300.png	Text	Devanagari	"जो"
img0301.png	Text	Devanagari	"विज्ञान"
img0302.png	Text	Devanagari	"न"
img0303.png	Text	Devanagari	"भ्रष्ट"
img0304.png	Text	Devanagari	"उसे"
img0305.png	Text	Devanagari	"मोदी"
img0306.png	Text	Devanagari	"न्यूज"
img0307.png	Text	Devanagari	"कष्ट"
img0308.png	Text	Devanagari	"राफेल"
img0309.png	Text	Devanagari	"सौदे"
img0310.png	Text	Devanagari	"राहुल"
img0311.png	Text	Devanagari	"मोदी"
img0312.png	Text	Devanagari	"फिर"
img0313.png	Text	Devanagari	"और"
img0314.png	Text	Devanagari	"नल"
img0315.png	Text	Devanagari	"साधा"
img0316.png	Text	Devanagari	"निशाना"
img0317.png	Text	Devanagari	"स्टेशनों"
img0318.png	Text	Devanagari	"यात्री"
img0319.png	Text	Devanagari	"यू"
img0320.png	Text	Devanagari	"सुविधाओं"
img0321.png	Text	Devanagari	"अब"
img0322.png	Text	Devanagari	"होगा"
img0323.png	Text	Devanagari	"टीवी"
img0324.png	Text	Devanagari	"चैनल"
img0325.png	Text	Devanagari	"प्रौघौगिकी"
img0326.png	Text	Devanagari	"प"
img0327.png	Text	Devanagari	"भिगोकर"
img0328.png	Text	Devanagari	"खून"
img0329.png	Text	Devanagari	"वर्दी"
img0330.png	Text	Devanagari	"कहानी"
img0331.png	Text	Devanagari	"गए"
img0332.png	Text	Devanagari	"कैन"
img0333.png	Text	Devanagari	"अपनी"
img0334.png	Text	Devanagari	"मोहब्बत"
img0335.png	Text	Devanagari	"मुल्क"
img0336.png	Text	Devanagari	"सच्ची"
img0337.png	Text	Devanagari	"विभाग"
img0338.png	Text	Devanagari	"पतंग"
img0339.png	Text	Devanagari	"निशानी"
img0340.png	Text	Devanagari	"बस"
img0341.png	Text	Devanagari	"गए"
img0342.png	Text	Devanagari	"मनाते"
img0343.png	Text	Devanagari	"रह"
img0344.png	Text	Devanagari	"गए"
img0345.png	Text	Devanagari	"वेलेंटाइन"
img0346.png	Text	Devanagari	"यूज"
img0347.png	Text	Devanagari	"यहाँ"
img0348.png	Text	Devanagari	"हम"
img0349.png	Text	Devanagari	"तुम"
img0350.png	Text	Devanagari	"चरण"
img0351.png	Text	Devanagari	"साहस"
img0352.png	Text	Devanagari	"भगवान्"
img0353.png	Text	Devanagari	"ज्ञानकोश"
img0354.png	Text	Devanagari	"थरमस"
img0355.png	Text	Devanagari	"वहाँ"
img0356.png	Text	Devanagari	"कश्मीर"
img0357.png	Text	Devanagari	"सैनिक"
img0358.png	Text	Devanagari	"जवानी"
img0359.png	Text	Devanagari	"नमन"
img0360.png	Text	Devanagari	"वीर"
img0361.png	Text	Devanagari	"जवानो"
img0362.png	Text	Devanagari	"करके"
img0363.png	Text	Devanagari	"सीथल"
img0364.png	Text	Devanagari	"शीश"
img0365.png	Text	Devanagari	"सबके"
img0366.png	Text	Devanagari	"नयी"
img0367.png	Text	Devanagari	"फल"
img0368.png	Text	Devanagari	"प्यारे"
img0369.png	Text	Devanagari	"आशीष"
img0370.png	Text	Devanagari	"नित"
img0371.png	Text	Devanagari	"स्वच्छ"
img0372.png	Text	Devanagari	"धारण"
img0373.png	Text	Devanagari	"बोला"
img0374.png	Text	Devanagari	"प्रणाम"
img0375.png	Text	Devanagari	"बुद्धि"
img0376.png	Text	Devanagari	"व्यायाम"
img0377.png	Text	Devanagari	"मीडिया"
img0378.png	Text	Devanagari	"विद्यालय"
img0379.png	Text	Devanagari	"दिल्ली"
img0380.png	Text	Devanagari	"बकरी"
img0381.png	Text	Devanagari	"प्रीय"
img0382.png	Text	Devanagari	"सबको"
img0383.png	Text	Devanagari	"प्यारे"
img0384.png	Text	Devanagari	"यह"
img0385.png	Text	Devanagari	"वह"
img0386.png	Text	Devanagari	"होते"
img0387.png	Text	Devanagari	"सभी"
img0388.png	Text	Devanagari	"सुखों"
img0389.png	Text	Devanagari	"जाते"
img0390.png	Text	Devanagari	"उठें"
img0391.png	Text	Devanagari	"पर"
img0392.png	Text	Devanagari	"इलाहाबाद"
img0393.png	Text	Devanagari	"भ"
img0394.png	Text	Devanagari	"सवेरे"
img0395.png	Text	Devanagari	"मित्र"
img0396.png	Text	Devanagari	"सबसे"
img0397.png	Text	Devanagari	"पहले"
img0398.png	Text	Devanagari	"प्रभु"
img0399.png	Text	Devanagari	"शीश"
img0400.png	Text	Devanagari	"झुकाते"
img0401.png	Text	Devanagari	"फिर"
img0402.png	Text	Devanagari	"प्रणाम"
img0403.png	Text	Devanagari	"कर"
img0404.png	Text	Devanagari	"सभी"
img0405.png	Text	Devanagari	"पटना"
img0406.png	Text	Devanagari	"पहले"
img0407.png	Text	Devanagari	"भालू"
img0408.png	Text	Devanagari	"सदर"
img0409.png	Text	Devanagari	"का"
img0410.png	Text	Devanagari	"लिखते"
img0411.png	Text	Devanagari	"र"
img0412.png	Text	Devanagari	"उनका"
img0413.png	Text	Devanagari	"आशीष"
img0414.png	Text	Devanagari	"पाते"
img0415.png	Text	Devanagari	"बल"
img0416.png	Text	Devanagari	"बुद्धि"
img0417.png	Text	Devanagari	"बतानी"
img0418.png	Text	Devanagari	"जाते"
img0419.png	Text	Devanagari	"भोपाल"
img0420.png	Text	Devanagari	"र"
img0421.png	Text	Devanagari	"वह"
img0422.png	Text	Devanagari	"नित"
img0423.png	Text	Devanagari	"ऊँचे"
img0424.png	Text	Devanagari	"समय"
img0425.png	Text	Devanagari	"चढते"
img0426.png	Text	Devanagari	"जाते"
img0427.png	Text	Devanagari	"दांत"
img0428.png	Text	Devanagari	"अपना"
img0429.png	Text	Devanagari	"साफ"
img0430.png	Text	Devanagari	"कर"
img0431.png	Text	Devanagari	"शोच"
img0432.png	Text	Devanagari	"वर्ष"
img0433.png	Text	Devanagari	"रस्सी"
img0434.png	Text	Devanagari	"घूमें"
img0435.png	Text	Devanagari	"और"
img0436.png	Text	Devanagari	"व्यायाम"
img0437.png	Text	Devanagari	"नाश्ता"
img0438.png	Text	Devanagari	"बरतें"
img0439.png	Text	Devanagari	"किनारा"
img0440.png	Text	Devanagari	"विद्यालय"
img0441.png	Text	Devanagari	"दूध"
img0442.png	Text	Devanagari	"पियें"
img0443.png	Text	Devanagari	"फिर"
img0444.png	Text	Devanagari	"प्रस्थान"
img0445.png	Text	Devanagari	"पीएफ"
img0446.png	Text	Devanagari	"नमस्ते"
img0447.png	Text	Devanagari	"पास"
img0448.png	Text	Devanagari	"सवेरे"
img0449.png	Text	Devanagari	"सावधानी"
img0450.png	Text	Devanagari	"पांच"
img0451.png	Text	Devanagari	"आर"
img0452.png	Text	Devanagari	"अक्षर"
img0453.png	Text	Devanagari	"चाले"
img0454.png	Text	Devanagari	"हायला"
img0455.png	Text	Devanagari	"शब्द"
img0456.png	Text	Devanagari	"अजगर"
img0457.png	Text	Devanagari	"अचकन"
img0458.png	Text	Devanagari	"चालक"
img0459.png	Text	Devanagari	"शरबत"
img0460.png	Text	Devanagari	"शलजम"
img0461.png	Text	Devanagari	"परवल"
img0462.png	Text	Devanagari	"पनघट"
img0463.png	Text	Devanagari	"वीवो"
img0464.png	Text	Devanagari	"बरतन"
img0465.png	Text	Devanagari	"दमकल"
img0466.png	Text	Devanagari	"तरकश"
img0467.png	Text	Devanagari	"जन्मदिन"
img0468.png	Text	Devanagari	"अमित"
img0469.png	Text	Devanagari	"जामुन"
img0470.png	Text	Devanagari	"जहाज्ञ"
img0471.png	Text	Devanagari	"झाड़ू"
img0472.png	Text	Devanagari	"झरना"
img0473.png	Text	Devanagari	"फल"
img0474.png	Text	Devanagari	"फूल"
img0475.png	Text	Devanagari	"किया"
img0476.png	Text	Devanagari	"बतख"
img0477.png	Text	Devanagari	"आयोग"
img0478.png	Text	Devanagari	"वेदव्यास"
img0479.png	Text	Devanagari	"उछला"
img0480.png	Text	Devanagari	"कॉर्नफ्लोर"
img0481.png	Text	Devanagari	"बंदर"
img0482.png	Text	Devanagari	"भबन"
img0483.png	Text	Devanagari	"भालू"
img0484.png	Text	Devanagari	"मछली"
img0485.png	Text	Devanagari	"मगर"
img0486.png	Text	Devanagari	"तोता"
img0487.png	Text	Devanagari	"तरबूज"
img0488.png	Text	Devanagari	"थरमस"
img0489.png	Text	Devanagari	"थन"
img0490.png	Text	Devanagari	"और"
img0491.png	Text	Devanagari	"स्मार्टफोन"
img0492.png	Text	Devanagari	"लवणभास्कर"
img0493.png	Text	Devanagari	"ऋषि"
img0494.png	Text	Devanagari	"एक"
img0495.png	Text	Devanagari	"एड़ी"
img0496.png	Text	Devanagari	"यज्ञ"
img0497.png	Text	Devanagari	"रथ"
img0498.png	Text	Devanagari	"रिक्शा"
img0499.png	Text	Devanagari	"अजगर"
img0500.png	Text	Devanagari	"अनार"
img0501.png	Text	Devanagari	"झट"
img0502.png	Text	Devanagari	"आग"
img0503.png	Text	Devanagari	"आम"
img0504.png	Text	Devanagari	"मृत्यु"
img0505.png	Text	Devanagari	"एलजी"
img0506.png	Text	Devanagari	"इंजन"
img0507.png	Text	Devanagari	"इमली"
img0508.png	Text	Devanagari	"ईश्वर"
img0509.png	Text	Devanagari	"र्ईख"
img0510.png	Text	Devanagari	"भजन"
img0511.png	Text	Devanagari	"टहल"
img0512.png	Text	Devanagari	"पेड़"
img0513.png	Text	Devanagari	"अमर"
img0514.png	Text	Devanagari	"डगर"
img0515.png	Text	Devanagari	"अगर"
img0516.png	Text	Devanagari	"सिखता"
img0517.png	Text	Devanagari	"ठहर"
img0518.png	Text	Devanagari	"थिनक्यू"
img0519.png	Text	Devanagari	"लहर"
img0520.png	Text	Devanagari	"पहन"
img0521.png	Text	Devanagari	"सड़क"
img0522.png	Text	Devanagari	"नहर"
img0523.png	Text	Devanagari	"चढ़कर"
img0524.png	Text	Devanagari	"नमक"
img0525.png	Text	Devanagari	"मचल"
img0526.png	Text	Devanagari	"जगत"
img0527.png	Text	Devanagari	"पहर"
img0528.png	Text	Devanagari	"गाड़ो"
img0529.png	Text	Devanagari	"शहर"
img0530.png	Text	Devanagari	"तरस"
img0531.png	Text	Devanagari	"स्मार्टफोन"
img0532.png	Text	Devanagari	"उधर"
img0533.png	Text	Devanagari	"सनक"
img0534.png	Text	Devanagari	"मगरमच्छ"
img0535.png	Text	Devanagari	"इधर"
img0536.png	Text	Devanagari	"चहल"
img0537.png	Text	Devanagari	"भवन"
img0538.png	Text	Devanagari	"गरज"
img0539.png	Text	Devanagari	"रबड़"
img0540.png	Text	Devanagari	"पेन"
img0541.png	Text	Devanagari	"आदर"
img0542.png	Text	Devanagari	"आदत"
img0543.png	Text	Devanagari	"खबर"
img0544.png	Text	Devanagari	"की"
img0545.png	Text	Devanagari	"तुमने"
img0546.png	Text	Devanagari	"मना"
img0547.png	Text	Devanagari	"भारत"
img0548.png	Text	Devanagari	"अमन"
img0549.png	Text	Devanagari	"औजार"
img0550.png	Text	Devanagari	"औरत"
img0551.png	Text	Devanagari	"अंगूठी"
img0552.png	Text	Devanagari	"उत्पादन"
img0553.png	Text	Devanagari	"अंगूर"
img0554.png	Text	Devanagari	"डफली"
img0555.png	Text	Devanagari	"डमरु"
img0556.png	Text	Devanagari	"बड़ो"
img0557.png	Text	Devanagari	"ढोलक"
img0558.png	Text	Devanagari	"ढकना"
img0559.png	Text	Devanagari	"लट्टू"
img0560.png	Text	Devanagari	"जनवरी"
img0561.png	Text	Devanagari	"लीची"
img0562.png	Text	Devanagari	"बक"
img0563.png	Text	Devanagari	"वस्त्र"
img0564.png	Text	Devanagari	"तिथि"
img0565.png	Text	Devanagari	"मटर"
img0566.png	Text	Devanagari	"कमल"
img0567.png	Text	Devanagari	"ठीक"
img0568.png	Text	Devanagari	"भवन"
img0569.png	Text	Devanagari	"सड़क"
img0570.png	Text	Devanagari	"बटन"
img0571.png	Text	Devanagari	"एनक"
img0572.png	Text	Devanagari	"कलश"
img0573.png	Text	Devanagari	"उपलब्ध"
img0574.png	Text	Devanagari	"रबड़"
img0575.png	Text	Devanagari	"हवन"
img0576.png	Text	Devanagari	"लिमिटेड"
img0577.png	Text	Devanagari	"चरण"
img0578.png	Text	Devanagari	"बादल"
img0579.png	Text	Devanagari	"सजेंट"
img0580.png	Text	Devanagari	"शरबत"
img0581.png	Text	Devanagari	"षटपद"
img0582.png	Text	Devanagari	"त्रिशूल"
img0583.png	Text	Devanagari	"ज्ञानी"
img0584.png	Text	Devanagari	"इन्फो"
img0585.png	Text	Devanagari	"चल"
img0586.png	Text	Devanagari	"कम्पनी"
img0587.png	Text	Devanagari	"मित्रता"
img0588.png	Text	Devanagari	"फल"
img0589.png	Text	Devanagari	"जल"
img0590.png	Text	Devanagari	"छल"
img0591.png	Text	Devanagari	"हल"
img0592.png	Text	Devanagari	"रस"
img0593.png	Text	Devanagari	"टस"
img0594.png	Text	Devanagari	"बस"
img0595.png	Text	Devanagari	"उस"
img0596.png	Text	Devanagari	"इस"
img0597.png	Text	Devanagari	"टेक्नोलॉजी"
img0598.png	Text	Devanagari	"शाह"
img0599.png	Text	Devanagari	"से"
img0600.png	Text	Devanagari	"राष्टु"
img0601.png	Text	Devanagari	"एश्यीरन्स"
img0602.png	Text	Devanagari	"अब"
img0603.png	Text	Devanagari	"लगाये"
img0604.png	Text	Devanagari	"शान्तिनिकेतन"
img0605.png	Text	Devanagari	"क्ष"
img0606.png	Text	Devanagari	"विपृवभारती"
img0607.png	Text	Devanagari	"अब"
img0608.png	Text	Devanagari	"क्षत्रिय"
img0609.png	Text	Devanagari	"भारतीय"
img0610.png	Text	Devanagari	"कम्पनी"
img0611.png	Text	Devanagari	"त्रिशूल"
img0612.png	Text	Devanagari	"प्रकाशक"
img0613.png	Text	Devanagari	"झ"
img0614.png	Text	Devanagari	"संस्कृत"
img0615.png	Text	Devanagari	"झानी"
img0616.png	Text	Devanagari	"साल"
img0617.png	Text	Devanagari	"अपने"
img0618.png	Text	Devanagari	"साहित्य"
img0619.png	Text	Devanagari	"ब"
img0620.png	Text	Devanagari	"टमटम"
img0621.png	Text	Devanagari	"ठेला"
img0622.png	Text	Devanagari	"दवात"
img0623.png	Text	Devanagari	"दूध"
img0624.png	Text	Devanagari	"धनुष"
img0625.png	Text	Devanagari	"धन"
img0626.png	Text	Devanagari	"नापो"
img0627.png	Text	Devanagari	"जगमग"
img0628.png	Text	Devanagari	"उपवन"
img0629.png	Text	Devanagari	"व्यकरण"
img0630.png	Text	Devanagari	"न"
img0631.png	Text	Devanagari	"रहेंगी"
img0632.png	Text	Devanagari	"पचपन"
