ImageName	ComponentLabel	Script	Text
img0297.png	Text	Latin	"Tobacco"
img0298.png	Text	Latin	"Solution"
img0299.png	Text	Latin	"CEAT"
img0300.png	Text	Latin	"Products"
img0301.png	Text	Latin	"BOOK"
img0302.png	Text	Latin	"POLICE"
img0303.png	Text	Latin	"A/C"
img0304.png	Text	Latin	"Emergency"
img0305.png	Text	Latin	"exit"
img0306.png	Text	Latin	"CC-1"
img0307.png	Text	Latin	"TAILORS"
img0308.png	Text	Latin	"Hyaluronate"
img0309.png	Text	Latin	"Bank"
img0310.png	Text	Latin	"PNB"
img0311.png	Text	Latin	"in"
img0312.png	Text	Latin	"YEARS"
img0313.png	Text	Latin	"SYNDICATE"
img0314.png	Text	Latin	"RIYA"
img0315.png	Text	Latin	"an"
img0316.png	Text	Latin	"AREA"
img0317.png	Text	Latin	"M.R.P."
img0318.png	Text	Latin	"30"
img0319.png	Text	Latin	"Injections"
img0320.png	Text	Latin	"OPPO"
img0321.png	Text	Latin	"BURDWAN"
img0322.png	Text	Latin	"WB"
img0323.png	Text	Latin	"19"
img0324.png	Text	Latin	"CHALO"
img0325.png	Text	Latin	"8351"
img0326.png	Text	Latin	"within"
img0327.png	Text	Latin	"G"
img0328.png	Text	Latin	"WB"
img0329.png	Text	Latin	"BUILDING"
img0330.png	Text	Latin	"Proline"
img0331.png	Text	Latin	"25F"
img0332.png	Text	Latin	"4940"
img0333.png	Text	Latin	"Nut"
img0334.png	Text	Latin	"HOLY"
img0335.png	Text	Latin	"TULTUL"
img0336.png	Text	Latin	"4940"
img0337.png	Text	Latin	"JAI"
img0338.png	Text	Latin	"WB"
img0339.png	Text	Latin	"BRITANICA"
img0340.png	Text	Latin	"Compliments"
img0341.png	Text	Latin	"a"
img0342.png	Text	Latin	"ENCYLOPEDIA"
img0343.png	Text	Latin	"WORLD"
img0344.png	Text	Latin	"BOOK"
img0345.png	Text	Latin	"ART"
img0346.png	Text	Latin	"CHILD"
img0347.png	Text	Latin	"A"
img0348.png	Text	Latin	"SIKKIM"
img0349.png	Text	Latin	"REAR"
img0350.png	Text	Latin	"BOOK"
img0351.png	Text	Latin	"Leucine"
img0352.png	Text	Latin	"AVAILABLE"
img0353.png	Text	Latin	"HERE"
img0354.png	Text	Latin	"ATASEE."
img0355.png	Text	Latin	"radius"
img0356.png	Text	Latin	"RAKTAKARABEE"
img0357.png	Text	Latin	"TWINKEL"
img0358.png	Text	Latin	"105"
img0359.png	Text	Latin	"PATTANAIK"
img0360.png	Text	Latin	"WRITERS"
img0361.png	Text	Latin	"104"
img0362.png	Text	Latin	"DOSAGE"
img0363.png	Text	Latin	"MASS"
img0364.png	Text	Latin	"EDUCATION"
img0365.png	Text	Latin	"Less"
img0366.png	Text	Latin	"of"
img0367.png	Text	Latin	"YOUTH"
img0368.png	Text	Latin	"TWINKLE"
img0369.png	Text	Latin	"HOSTELS"
img0370.png	Text	Latin	"RONG"
img0371.png	Text	Latin	"ROUTE"
img0372.png	Text	Latin	"State"
img0373.png	Text	Latin	"Physician"
img0374.png	Text	Latin	"AFFILIATED"
img0375.png	Text	Latin	"HOLIDAYAAR"
img0376.png	Text	Latin	"100"
img0377.png	Text	Latin	"KINDERGARTEN"
img0378.png	Text	Latin	"Shikhar"
img0379.png	Text	Latin	"One"
img0380.png	Text	Latin	"YOUH"
img0381.png	Text	Latin	"HOSTELS"
img0382.png	Text	Latin	"ASSOCIATION"
img0383.png	Text	Latin	"OF"
img0384.png	Text	Latin	"exceeding"
img0385.png	Text	Latin	"WORLD"
img0386.png	Text	Latin	"INDIA"
img0387.png	Text	Latin	"I.C.S.E"
img0388.png	Text	Latin	"KOLKATA mart"
img0389.png	Text	Latin	"TAGORE"
img0390.png	Text	Latin	"hundred"
img0391.png	Text	Latin	"RESEARCH"
img0392.png	Text	Latin	"INSTITUTE"
img0393.png	Text	Latin	"BHOLANATH"
img0394.png	Text	Latin	"PRAKAS"
img0395.png	Text	Latin	"WINGS"
img0396.png	Text	Latin	"No"
img0397.png	Text	Latin	"EXIT"
img0398.png	Text	Latin	"GEETANJALI"
img0399.png	Text	Latin	"gtanjali"
img0400.png	Text	Latin	"yards"
img0401.png	Text	Latin	"COUNCIL"
img0402.png	Text	Latin	"ASIAN"
img0403.png	Text	Latin	"of"
img0404.png	Text	Latin	"MASS"
img0405.png	Text	Latin	"EDUCATION"
img0406.png	Text	Latin	"Jaipur"
img0407.png	Text	Latin	"medicine"
img0408.png	Text	Latin	"INSTITUTE"
img0409.png	Text	Latin	"Aliah"
img0410.png	Text	Latin	"43rd"
img0411.png	Text	Latin	"New"
img0412.png	Text	Latin	"Side"
img0413.png	Text	Latin	"by"
img0414.png	Text	Latin	"PLAY"
img0415.png	Text	Latin	"English"
img0416.png	Text	Latin	"Course"
img0417.png	Text	Latin	"Protect"
img0418.png	Text	Latin	"STALL"
img0419.png	Text	Latin	"Town"
img0420.png	Text	Latin	"NO"
img0421.png	Text	Latin	"194"
img0422.png	Text	Latin	"International"
img0423.png	Text	Latin	"Campus"
img0424.png	Text	Latin	"Noise"
img0425.png	Text	Latin	"11A/27"
img0426.png	Text	Latin	"Celebrations"
img0427.png	Text	Latin	"CLASS"
img0428.png	Text	Latin	"STALL"
img0429.png	Text	Latin	"children"
img0430.png	Text	Latin	"Cadbary"
img0431.png	Text	Latin	"New"
img0432.png	Text	Latin	"Town"
img0433.png	Text	Latin	"BOOKS"
img0434.png	Text	Latin	"DICTIONERY"
img0435.png	Text	Latin	"SCHOOL"
img0436.png	Text	Latin	"FICTION"
img0437.png	Text	Latin	"FURNITURE"
img0438.png	Text	Latin	"strictly"
img0439.png	Text	Latin	"KD/283"
img0440.png	Text	Latin	"HOMOEOPATHY"
img0441.png	Text	Latin	"Wey exe|"
img0442.png	Text	Latin	"hoga"
img0443.png	Text	Latin	"har"
img0444.png	Text	Latin	"prohibited"
img0445.png	Text	Latin	"armaan"
img0446.png	Text	Latin	"KOLKATA"
img0447.png	Text	Latin	"aasan"
img0448.png	Text	Latin	"Loan"
img0449.png	Text	Latin	"Wealth"
img0450.png	Text	Latin	"CO"
img0451.png	Text	Latin	"q.s"
img0452.png	Text	Latin	"Management"
img0453.png	Text	Latin	"CHILL"
img0454.png	Text	Latin	"MASTER"
img0455.png	Text	Latin	"Academicians"
img0456.png	Text	Latin	"KI"
img0457.png	Text	Latin	"DUKAAN"
img0458.png	Text	Latin	"300"
img0459.png	Text	Latin	"BOOK"
img0460.png	Text	Latin	"ml"
img0461.png	Text	Latin	"vide"
img0462.png	Text	Latin	"PHARMACEUTICALS"
img0463.png	Text	Latin	"500"
img0464.png	Text	Latin	"750"
img0465.png	Text	Latin	"GEORGIA"
img0466.png	Text	Latin	"FOUNTAIN"
img0467.png	Text	Latin	"CUP"
img0468.png	Text	Latin	"Mordern"
img0469.png	Text	Latin	"STALL"
img0470.png	Text	Latin	"REFRE"
img0471.png	Text	Latin	"FAIR"
img0472.png	Text	Latin	"REFRESH"
img0473.png	Text	Latin	"From"
img0474.png	Text	Latin	"Cigarettes"
img0475.png	Text	Latin	"194"
img0476.png	Text	Latin	"www"
img0477.png	Text	Latin	"aajkaal"
img0478.png	Text	Latin	"in"
img0479.png	Text	Latin	"and"
img0480.png	Text	Latin	"Tobacco"
img0481.png	Text	Latin	"Teaching"
img0482.png	Text	Latin	"Products"
img0483.png	Text	Latin	"SK01T7982"
img0484.png	Text	Latin	"ENTOD"
img0485.png	Text	Latin	"JAPAN"
img0486.png	Text	Latin	"RUSSIA"
img0487.png	Text	Latin	"Less"
img0488.png	Text	Latin	"Prohibition"
img0489.png	Text	Latin	"OSHO"
img0490.png	Text	Latin	"OSHO"
img0491.png	Text	Latin	"BOOKS"
img0492.png	Text	Latin	"AT"
img0493.png	Text	Latin	"COST"
img0494.png	Text	Latin	"Infrastructure"
img0495.png	Text	Latin	"Bandra"
img0496.png	Text	Latin	"CAFETERIA"
img0497.png	Text	Latin	"PRICE"
img0498.png	Text	Latin	"Costa"
img0499.png	Text	Latin	"Rica"
img0500.png	Text	Latin	"rugged"
img0501.png	Text	Latin	"Central"
img0502.png	Text	Latin	"of"
img0503.png	Text	Latin	"American"
img0504.png	Text	Latin	"country"
img0505.png	Text	Latin	"with"
img0506.png	Text	Latin	"Mumbai"
img0507.png	Text	Latin	"Coastlines"
img0508.png	Text	Latin	"Indus"
img0509.png	Text	Latin	"KASHMIR"
img0510.png	Text	Latin	"Caribbean"
img0511.png	Text	Latin	"Pacific"
img0512.png	Text	Latin	"Though"
img0513.png	Text	Latin	"its"
img0514.png	Text	Latin	"03 07"
img0515.png	Text	Latin	"ALOM"
img0516.png	Text	Latin	"BAJAJ"
img0517.png	Text	Latin	"BAJAJ"
img0518.png	Text	Latin	"Amway"
img0519.png	Text	Latin	"Story"
img0520.png	Text	Latin	"INDIAN"
img0521.png	Text	Latin	"INFORMATION"
img0522.png	Text	Latin	"INDIA'S"
img0523.png	Text	Latin	"Ludhiana"
img0524.png	Text	Latin	"Case"
img0525.png	Text	Latin	"SINCE"
img0526.png	Text	Latin	"ERC"
img0527.png	Text	Latin	"Venue"
img0528.png	Text	Latin	"SPORT"
img0529.png	Text	Latin	"500"
img0530.png	Text	Latin	"INDIAN"
img0531.png	Text	Latin	"14259"
img0532.png	Text	Latin	"Testing"
img0533.png	Text	Latin	"EX"
img0534.png	Text	Latin	"Ronaldo"
img0535.png	Text	Latin	"REVENGE"
img0536.png	Text	Latin	"main"
img0537.png	Text	Latin	"Ashirwad"
img0538.png	Text	Latin	"for"
img0539.png	Text	Latin	"DEFENCE"
img0540.png	Text	Latin	"BOOK"
img0541.png	Text	Latin	"knocks"
img0542.png	Text	Latin	"Dhawan"
img0543.png	Text	Latin	"Richard"
img0544.png	Text	Latin	"HOW"
img0545.png	Text	Latin	"Magic"
img0546.png	Text	Latin	"9223560"
img0547.png	Text	Latin	"MSRA"
img0548.png	Text	Latin	"KALNA"
img0549.png	Text	Latin	"Bldg"
img0550.png	Text	Latin	"TIMES"
img0551.png	Text	Latin	"Liverpool"
img0552.png	Text	Latin	"PAN MASALA"
img0553.png	Text	Latin	"Client"
img0554.png	Text	Latin	"victory"
img0555.png	Text	Latin	"LIFT"
img0556.png	Text	Latin	"LEADER"
img0557.png	Text	Latin	"COULD"
img0558.png	Text	Latin	"DEPERTMENT"
img0559.png	Text	Latin	"noisy"
img0560.png	Text	Latin	"CELL"
img0561.png	Text	Latin	"Near"
img0562.png	Text	Latin	"Corporate"
img0563.png	Text	Latin	"Cool"
img0564.png	Text	Latin	"Mob"
img0565.png	Text	Latin	"Steve"
img0566.png	Text	Latin	"PROJECT"
img0567.png	Text	Latin	"Look Inside"
img0568.png	Text	Latin	"Canon"
img0569.png	Text	Latin	"BY"
img0570.png	Text	Latin	"Raina"
img0571.png	Text	Latin	"UK"
img0572.png	Text	Latin	"FIRE"
img0573.png	Text	Latin	"Nokia X2-01"
img0574.png	Text	Latin	"IN"
img0575.png	Text	Latin	"14175"
img0576.png	Text	Latin	"Roca"
img0577.png	Text	Latin	"INVESTING"
img0578.png	Text	Latin	"CREPE"
img0579.png	Text	Latin	"HAVELL'S"
img0580.png	Text	Latin	"Farrata"
img0581.png	Text	Latin	"SAVE"
img0582.png	Text	Latin	"PACK"
img0583.png	Text	Latin	"KEEP"
img0584.png	Text	Latin	"ORIGINAL"
img0585.png	Text	Latin	"Quick"
img0586.png	Text	Latin	"Tomcat"
img0587.png	Text	Latin	"THE"
img0588.png	Text	Latin	"SOLD"
img0589.png	Text	Latin	"Colleges"
img0590.png	Text	Latin	"Old"
img0591.png	Text	Latin	"AMWAY"
img0592.png	Text	Latin	"Usability"
img0593.png	Text	Latin	"dropper"
img0594.png	Text	Latin	"Test"
img0595.png	Text	Latin	"Methods"
img0596.png	Text	Latin	"HIGH"
img0597.png	Text	Latin	"ACTION"
img0598.png	Text	Latin	"SNOUT"
img0599.png	Text	Latin	"BALTRA"
img0600.png	Text	Latin	"both"
img0601.png	Text	Latin	"Career Opportunities"
img0602.png	Text	Latin	"EVALUATING"
img0603.png	Text	Latin	"Ideal"
img0604.png	Text	Latin	"BANDAGE"
img0605.png	Text	Latin	"Sunnah"
img0606.png	Text	Latin	"Conclusion"
img0607.png	Text	Latin	"Rs.200"
img0608.png	Text	Latin	"DESIGN"
img0609.png	Text	Latin	"Exploring"
img0610.png	Text	Latin	"J._.E. COOLING"
img0611.png	Text	Latin	"Timeliness"
img0612.png	Text	Latin	"BAGAN"
img0613.png	Text	Latin	"THE"
img0614.png	Text	Latin	"Right"
img0615.png	Text	Latin	"The"
img0616.png	Text	Latin	"STRATEGY"
img0617.png	Text	Latin	"13462"
img0618.png	Text	Latin	"TRAINING"
img0619.png	Text	Latin	"Invocations"
img0620.png	Text	Latin	"PICKS"
img0621.png	Text	Latin	"rout"
img0622.png	Text	Latin	"THE VOICE WEB"
img0623.png	Text	Latin	"Sponsor"
img0624.png	Text	Latin	"Heating"
img0625.png	Text	Latin	"Left"
img0626.png	Text	Latin	"24X7"
img0627.png	Text	Latin	"NOKIA"
img0628.png	Text	Latin	"Armour"
img0629.png	Text	Latin	"Head"
img0630.png	Text	Latin	"ROYAL"
img0631.png	Text	Latin	"Locality"
img0632.png	Text	Latin	"DESIGN"
img0633.png	Text	Latin	"SUZHOUJIE"
img0634.png	Text	Latin	"Strikes"
img0635.png	Text	Latin	"END-USER"
img0636.png	Text	Latin	"21"
img0637.png	Text	Latin	"DURGA"
img0638.png	Text	Latin	"TITAN"
img0639.png	Text	Latin	"PUNJABI PARA"
img0640.png	Text	Latin	"THE"
img0641.png	Text	Latin	"Specialty"
img0642.png	Text	Latin	"NOKIA"
img0643.png	Text	Latin	"Department of Computer Science"
img0644.png	Text	Latin	"8967494953"
img0645.png	Text	Latin	"BIG"
img0646.png	Text	Latin	"Bee Raw Honey"
img0647.png	Text	Latin	"PUNCTURE"
img0648.png	Text	Latin	"From"
img0649.png	Text	Latin	"BHC 102"
img0650.png	Text	Latin	"Glucon-D"
img0651.png	Text	Latin	"TAN"
img0652.png	Text	Latin	"6D3GH92"
img0653.png	Text	Latin	"DELL"
img0654.png	Text	Latin	"oyard"
img0655.png	Text	Latin	"OPTIPLEX"
img0656.png	Text	Latin	"Goldex"
img0657.png	Text	Latin	"Fortress"
img0658.png	Text	Latin	"KALYANPUR"
img0659.png	Text	Latin	"PRICK"
img0660.png	Text	Latin	"Stemet"
img0661.png	Text	Latin	"Life Tools"
img0662.png	Text	Latin	"Pril"
img0663.png	Text	Latin	"CHICKEN"
img0664.png	Text	Latin	"NESCAF"
img0665.png	Text	Latin	"OF"
img0666.png	Text	Latin	"CASIO"
img0667.png	Text	Latin	"RESTAURANT"
img0668.png	Text	Latin	"ALIAH"
img0669.png	Text	Latin	"DEPARTMENT"
img0670.png	Text	Latin	"VIAL"
img0671.png	Text	Latin	"of"
img0672.png	Text	Latin	"DESIGNING"
img0673.png	Text	Latin	"Online"
img0674.png	Text	Latin	"EXERCISE"
img0675.png	Text	Latin	"STATISTICS"
img0676.png	Text	Latin	"Steal These"
img0677.png	Text	Latin	"DELHI"
img0678.png	Text	Latin	"Simon"
img0679.png	Text	Latin	"Lucas"
img0680.png	Text	Latin	"OTTO"
img0681.png	Text	Latin	"CONDITION"
img0682.png	Text	Latin	"SERVICE"
img0683.png	Text	Latin	"Taylor"
img0684.png	Text	Latin	"Stationery"
img0685.png	Text	Latin	"WhatsApp"
img0686.png	Text	Latin	"G3"
img0687.png	Text	Latin	"birthday"
img0688.png	Text	Latin	"Muslim"
img0689.png	Text	Latin	"HANDWRITTEN"
img0690.png	Text	Latin	"EMERGENCY"
img0691.png	Text	Latin	"68886888"
img0692.png	Text	Latin	"GREEN"
img0693.png	Text	Latin	"Town"
img0694.png	Text	Latin	"CERTIFIED"
img0695.png	Text	Latin	"DELL"
img0696.png	Text	Latin	"APPLICATION"
img0697.png	Text	Latin	"Bad"
img0698.png	Text	Latin	"Cong"
img0699.png	Text	Latin	"arihant"
